inputs,prediction,expected_output,score,cost
"Write a python function to find the maximum difference between any two elements in a given array.

def max_Abs_Diff(arr): ",'response',"
Correct Solution:
def def max_Abs_Diff(arr): 
    n = len(arr)
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ",0.0,0.0
"Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/

def tuple_to_dict(test_tup):",'response',"
Correct Solution:
def def tuple_to_dict(test_tup):
  res = dict(test_tup[idx : idx + 2] for idx in range(0, len(test_tup), 2))
  return (res) ",0.0,0.0
"Write a function to find the number of ways to partition a set of Bell numbers.

def bell_number(n):   ","def bell_number(n):
    if n < 0:
        return 0
    bell = [[0] * n for _ in range(n)]
    bell[0][0] = 1
    for i in range(1, n):
        bell[i][0] = bell[i - 1][i - 1]
        for j in range(1, i + 1):
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1]
    return bell[n - 1][0]","Error: .
 Solution: def bell_number(n):
    if n < 0:
        return 0
    bell = [[0] * n for _ in range(n)]
    bell[0][0] = 1
    for i in range(1, n):
        bell[i][0] = bell[i - 1][i - 1]
        for j in range(1, i + 1):
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1]
    return bell[n - 1][0].
 Test: def check():
    assert bell_number(2)==2
    assert bell_number(10)==115975
    assert bell_number(56)==6775685320645824322581483068371419745979053216268760300

Correct Solution:def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ",0.0,0.0
"Write a python function to get the difference between two lists.

def Diff(li1,li2):",'response',"
Correct Solution:
def def Diff(li1,li2):
    return list(set(li1)-set(li2)) + list(set(li2)-set(li1))
 ",0.0,0.0
"Write a function to find the n'th lucas number.

def find_lucas(n): ","def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        (a, b) = (2, 1)
        for _ in range(2, n + 1):
            (a, b) = (b, a + b)
        return b","The solution passed all test cases.
Correct Solution:def find_lucas(n): 
	if (n == 0): 
		return 2
	if (n == 1): 
		return 1
	return find_lucas(n - 1) + find_lucas(n - 2) ",1.0,0.0
"Write a python function to find the maximum of two numbers.

def maximum(a,b):   ",'response',"
Correct Solution:
def def maximum(a,b):   
    if a >= b: 
        return a 
    else: 
        return b ",0.0,0.0
"Write a function to get the frequency of all the elements in a list, returned as a dictionary.
import collections
def freq_count(list1):","import collections
def freq_count(list1):
    return dict(collections.Counter(list1))","The solution passed all test cases.
Correct Solution:import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count",1.0,0.0
"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).

def get_max_sum (n):","def get_max_sum(n, memo={}):
    if n == 0:
        return 0
    if n in memo:
        return memo[n]
    result = max(get_max_sum(n // 2, memo) + get_max_sum(n // 3, memo) + get_max_sum(n // 4, memo) + get_max_sum(n // 5, memo), n)
    memo[n] = result
    return result","The solution passed all test cases.
Correct Solution:def get_max_sum (n):
	res = list()
	res.append(0)
	res.append(1)
	i = 2
	while i<n + 1:
		res.append(max(i, (res[int(i / 2)] 
						+ res[int(i / 3)] +
							res[int(i / 4)]
						+ res[int(i / 5)])))
		i = i + 1
	return res[n]",1.0,0.0
"Write a python function to find the sum of an array.

def _sum(arr):  ",'response',"
Correct Solution:
def def _sum(arr):  
    sum=0
    for i in arr: 
        sum = sum + i      
    return(sum)  ",0.0,0.0
"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)

def is_majority(arr, n, x):","def is_majority(arr, n, x):
    first = 0
    last = n - 1
    left_index = -1
    while first <= last:
        mid = (first + last) // 2
        if arr[mid] == x:
            left_index = mid
            last = mid - 1
        elif arr[mid] < x:
            first = mid + 1
        else:
            last = mid - 1
    if left_index == -1:
        return False
    first = 0
    last = n - 1
    right_index = -1
    while first <= last:
        mid = (first + last) // 2
        if arr[mid] == x:
            right_index = mid
            first = mid + 1
        elif arr[mid] < x:
            first = mid + 1
        else:
            last = mid - 1
    count = right_index - left_index + 1
    return count > n // 2","The solution passed all test cases.
Correct Solution:def is_majority(arr, n, x):
	i = binary_search(arr, 0, n-1, x)
	if i == -1:
		return False
	if ((i + n//2) <= (n -1)) and arr[i + n//2] == x:
		return True
	else:
		return False
def binary_search(arr, low, high, x):
	if high >= low:
		mid = (low + high)//2 
		if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
			return mid
		elif x > arr[mid]:
			return binary_search(arr, (mid + 1), high, x)
		else:
			return binary_search(arr, low, (mid -1), x)
	return -1",1.0,0.0
"Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php
import re
def text_match_zero_one(text):","import re
def text_match_zero_one(text):
    return bool(re.search('ab+', text))","The solution passed all test cases.
Correct Solution:import re
def text_match_zero_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False",1.0,0.0
"Write a python function to count the number of equal numbers from three given integers.

def test_three_equal(x,y,z):","def test_three_equal(x, y, z):
    count = 0
    if x == y == z:
        count = 3
    elif x == y or y == z or x == z:
        count = 2
    else:
        count = 0
    return count","The solution passed all test cases.
Correct Solution:def test_three_equal(x,y,z):
  result = set([x,y,z])
  if len(result)==3:
    return 0
  else:
    return 4-len(result)",1.0,0.0
"Write a function to get the sum of the digits of a non-negative integer.

def sum_digits(n):","def sum_digits(n):
    return sum((int(digit) for digit in str(n)))","The solution passed all test cases.
Correct Solution:def sum_digits(n):
  if n == 0:
    return 0
  else:
    return n % 10 + sum_digits(int(n / 10))",1.0,0.0
"Write a function to sort a list of tuples using the second value of each tuple.

def subject_marks(subjectmarks):",'response',"
Correct Solution:
def def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",0.0,0.0
"Write a function to check whether the given number is undulating or not.

def is_undulating(n): ",'response',"
Correct Solution:
def def is_undulating(n): 
	n = str(n)
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True",0.0,0.0
"Write a python function to find the last digit in factorial of a given number.

def last_Digit_Factorial(n): ",'response',"
Correct Solution:
def def last_Digit_Factorial(n): 
    if (n == 0): return 1
    elif (n <= 2): return n  
    elif (n == 3): return 6
    elif (n == 4): return 4 
    else: 
      return 0",0.0,0.0
"Write a function to find the volume of a cube given its side length.

def volume_cube(l):",'response',"
Correct Solution:
def def volume_cube(l):
  volume = l * l * l
  return volume",0.0,0.0
"Write a function to calculate the area of a regular polygon given the length and number of its sides.
from math import tan, pi
def area_polygon(s, l):","from math import tan, pi
def area_polygon(s, l):
    if s < 3:
        raise ValueError('A polygon must have at least 3 sides.')
    if l <= 0:
        raise ValueError('Side length must be positive.')
    area = s * l ** 2 / (4 * tan(pi / s))
    return area","The solution passed all test cases.
Correct Solution:from math import tan, pi
def area_polygon(s, l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",1.0,0.0
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.

def extract_index_list(l1, l2, l3):",'response',"
Correct Solution:
def def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result",0.0,0.0
"Write a function to find the Eulerian number a(n, m).

def eulerian_num(n, m): ","def eulerian_num(n, m):

    def factorial(x):
        if x == 0:
            return 1
        return x * factorial(x - 1)
    result = 0
    for k in range(m + 1):
        sign = (-1) ** k
        numerator = factorial(n + 1) * (m - k + 1) ** n
        denominator = factorial(k) * factorial(m - k + 1) * factorial(n - k)
        result += sign * numerator // denominator
    return result","Error: .
 Solution: def eulerian_num(n, m):

    def factorial(x):
        if x == 0:
            return 1
        return x * factorial(x - 1)
    result = 0
    for k in range(m + 1):
        sign = (-1) ** k
        numerator = factorial(n + 1) * (m - k + 1) ** n
        denominator = factorial(k) * factorial(m - k + 1) * factorial(n - k)
        result += sign * numerator // denominator
    return result.
 Test: def check():
    assert eulerian_num(3, 1) == 4
    assert eulerian_num(4, 1) == 11
    assert eulerian_num(5, 3) == 26

Correct Solution:def eulerian_num(n, m): 
	if (m >= n or n == 0): 
		return 0 
	if (m == 0): 
		return 1 
	return ((n - m) * eulerian_num(n - 1, m - 1) +(m + 1) * eulerian_num(n - 1, m))",0.0,0.0
"Write a function that takes in an integer n and calculates the harmonic sum of n-1.

def harmonic_sum(n):",'response',"
Correct Solution:
def def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1)) ",0.0,0.0
"Write a python function to count the number of positive numbers in a list.

def pos_count(list):","def pos_count(lst):
    return sum((1 for num in lst if num > 0))","The solution passed all test cases.
Correct Solution:def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ",1.0,0.0
"Write a python function to check whether the given two integers have opposite sign or not.

def opposite_Signs(x,y): ",'response',"
Correct Solution:
def def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",0.0,0.0
